pop_id	population	latitude	longitude	family	urban_rural	sample_source	ethnic_origin	geographic_region	sample_size	test_date	source_url	retrieved_at
brazil-mato-grosso-do-sul-kaiowa-mic	Brazil Mato Grosso do Sul Kaiowa MIC	23º 12' S	55º 6' W	Not Known	Urban	Anthropology Study	Amerindian	South and Central America	174	2007	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20Mato%20Grosso%20do%20Sul%20Kaiowa%20MIC	2026-08-26
brazil-mato-grosso-do-sul-nandeva-mic	Brazil Mato Grosso do Sul Nandeva MIC	23º 6' S	55º 12' W	Not Known	Rural	Anthropology Study	Amerindian	South and Central America	89	2007	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20Mato%20Grosso%20do%20Sul%20Nandeva%20MIC	2026-08-26
brazil-minas-gerais-state-mixed	Brazil Minas Gerais State Mixed	19º 49' S	43º 57' W	Not Known	Unknown	Bone Marrow Registry	Mixed	South and Central America	1000	2006	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20Minas%20Gerais%20State%20Mixed	2026-08-26
brazil-mixed	Brazil Mixed	23º 10' S	47º 48' W	Not Known	Urban	Anthropology Study	Mixed	South and Central America	108	2002	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20Mixed	2026-08-26
brazil-north-east-mixed	Brazil North East Mixed	8º 0' S	40º 0' W	Not Known	Urban	Other	Mixed	South and Central America	205	1998	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20North%20East%20Mixed	2026-08-26
brazil-para-cord-blood-unit	Brazil Para Cord Blood Unit	6º 0' S	52º 0' W	Not Known	Unknown	Other	Unknown	South and Central America	841	2021	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20Para%20Cord%20Blood%20Unit	2026-08-26
brazil-para-state	Brazil Para State	6º 0' S	52º 0' W	Not Known	Urban and Rural	Bone Marrow Registry	Unknown	South and Central America	5000 ( = 841, A = 841, B = 841, DRB1 = 841)	2022	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20Para%20State	2026-08-26
brazil-parana-afro-brazilian	Brazil Parana Afro Brazilian	25º 0' S	49º 0' W	Not Known	Urban and Rural	Bone Marrow Registry	Black	South and Central America	77	2004	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20Parana%20Afro%20Brazilian	2026-08-26
brazil-parana-cafuzo	Brazil Parana Cafuzo	25º 0' S	49º 0' W	Not Known	Urban and Rural	Bone Marrow Registry	Mixed	South and Central America	319	2004	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20Parana%20Cafuzo	2026-08-26
brazil-parana-caucasian	Brazil Parana Caucasian	25º 0' S	49º 0' W	Not Known	Urban and Rural	Bone Marrow Registry	Caucasoid	South and Central America	2775	2004	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20Parana%20Caucasian	2026-08-26
brazil-parana-japanese	Brazil Parana Japanese	22º 29' S	48º 2' W	Grandparents live at same location	Urban	Other	Oriental	South and Central America	192	2016	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20Parana%20Japanese	2026-08-26
brazil-parana-japanese-kir	Brazil Parana Japanese KIR	22º 26' S	48º 54' W	Grandparents live at same location	Urban	Other	Oriental	South and Central America	214	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20Parana%20Japanese%20KIR	2026-08-26
brazil-parana-japanese-mic	Brazil Parana Japanese MIC	22º 26' S	48º 54' W	Grandparents live at same location	Urban	Other	Oriental	South and Central America	190	2017	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20Parana%20Japanese%20MIC	2026-08-26
brazil-parana-kaingang-mic	Brazil Parana Kaingang MIC	24º 30' S	51º 40' W	Not Known	Rural	Anthropology Study	Amerindian	South and Central America	245	2007	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20Parana%20Kaingang%20MIC	2026-08-26
brazil-parana-mixed	Brazil Parana Mixed	25º 25' S	49º 15' W	Not Known	Unknown	Solid Organ Unrelated Donors	Mixed	South and Central America	52	2008	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20Parana%20Mixed	2026-08-26
brazil-parana-mixed-cytokine	Brazil Parana Mixed Cytokine	23º 0' S	51º 0' W	Not Known	Urban and Rural	Controls for Disease Study	Mixed	South and Central America	823	2012	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20Parana%20Mixed%20Cytokine	2026-08-26
brazil-parana-mixed-kir	Brazil Parana Mixed KIR	24º 0' S	51º 0' W	Not Known	Urban and Rural	Controls for Disease Study	Mixed	South and Central America	289	2006	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20Parana%20Mixed%20KIR	2026-08-26
brazil-parana-mixed-kir-pop-2	Brazil Parana Mixed KIR pop 2	24º 0' S	51º 0' W	Not Known	Unknown	Controls for Disease Study	Mixed	South and Central America	172	0	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20Parana%20Mixed%20KIR%20pop%202	2026-08-26
brazil-parana-mixed-mic	Brazil Parana Mixed MIC	24º 0' S	51º 0' W	Not Known	Unknown	Controls for Disease Study	Mixed	South and Central America	201	2011	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20Parana%20Mixed%20MIC	2026-08-26
brazil-parana-mixed-race	Brazil Parana Mixed race	25º 0' S	49º 0' W	Not Known	Urban and Rural	Bone Marrow Registry	Mixed	South and Central America	186	2004	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20Parana%20Mixed%20race	2026-08-26
brazil-parana-oriental	Brazil Parana Oriental	25º 0' S	49º 0' W	Not Known	Urban and Rural	Bone Marrow Registry	Oriental	South and Central America	33	2004	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20Parana%20Oriental	2026-08-26
brazil-paran-maringa-kir	Brazil Paraná Maringa KIR	23º 25' S	51º 56' W	Not Known	Urban	Controls for Disease Study	Mixed	South and Central America	130	2017	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20Paran%C3%A1%20Maringa%20KIR	2026-08-26
brazil-pernambuco-mixed	Brazil Pernambuco Mixed	8º 3' S	34º 54' W	Parents live at same location	Urban and Rural	Controls for Disease Study	Mixed	South and Central America	101	2003	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20Pernambuco%20Mixed	2026-08-26
brazil-piaui-mixed	Brazil Piaui Mixed	2º 44' S	40º 25' W	Not Known	Urban and Rural	Bone Marrow Registry	Mixed	South and Central America	21943	2011	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20Piaui%20Mixed	2026-08-26
brazil-porto-alegre-caucasian-kir	Brazil Porto Alegre Caucasian KIR	30º 1' S	51º 13' W	Not Known	Urban	Controls for Disease Study	Caucasoid	South and Central America	250	2005	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20Porto%20Alegre%20Caucasian%20KIR	2026-08-26
brazil-porto-alegre-caucasian-kir-pop-2	Brazil Porto Alegre Caucasian KIR pop 2	30º 1' S	51º 13' W	Not Known	Urban and Rural	Controls for Disease Study	Caucasoid	South and Central America	216	2015	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20Porto%20Alegre%20Caucasian%20KIR%20pop%202	2026-08-26
brazil-porto-alegre-caucasian-kir-pop-3	Brazil Porto Alegre Caucasian KIR pop 3	30º 1' S	51º 13' W	Not Known	Unknown	Controls for Disease Study	Caucasoid	South and Central America	278	2011	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20Porto%20Alegre%20Caucasian%20KIR%20pop%203	2026-08-26
brazil-redome-acre	Brazil REDOME Acre	9º 11' S	70º 52' W	Not Known	Unknown	Bone Marrow Registry	Mixed	South and Central America	859	0	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20REDOME%20Acre	2026-08-26
brazil-redome-alagoas	Brazil REDOME Alagoas	9º 57' S	36º 55' W	Not Known	Unknown	Bone Marrow Registry	Mixed	South and Central America	25349 (B = 24539, DRB1 = 22960)	0	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20REDOME%20Alagoas	2026-08-26
brazil-redome-amapa	Brazil REDOME Amapa	1º 0' N	52º 0' W	Not Known	Unknown	Bone Marrow Registry	Mixed	South and Central America	17864 (A = 11388)	2014	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20REDOME%20Amapa	2026-08-26
brazil-redome-amazonas	Brazil REDOME Amazonas	5º 0' S	63º 0' W	Not Known	Unknown	Bone Marrow Registry	Mixed	South and Central America	24129 (A = 23629, DRB1 = 22283)	0	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20REDOME%20Amazonas	2026-08-26
brazil-redome-bahia	Brazil REDOME Bahia	12º 31' S	41º 41' W	Not Known	Unknown	Bone Marrow Registry	Mixed	South and Central America	47399 (A = 38453, DRB1 = 44474)	2014	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20REDOME%20Bahia	2026-08-26
brazil-redome-ceara	Brazil REDOME Ceara	5º 5' S	39º 39' W	Not Known	Unknown	Bone Marrow Registry	Mixed	South and Central America	101217 (A = 83046, DRB1 = 100173)	2014	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20REDOME%20Ceara	2026-08-26
brazil-redome-espirito-santo	Brazil REDOME Espirito Santo	20º 19' S	40º 20' W	Not Known	Unknown	Bone Marrow Registry	Mixed	South and Central America	88485 (A = 88370, DRB1 = 80275)	2014	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20REDOME%20Espirito%20Santo	2026-08-26
brazil-redome-federal-district	Brazil REDOME Federal District	15º 46' S	47º 56' W	Not Known	Unknown	Bone Marrow Registry	Mixed	South and Central America	29549 (A = 27281)	2014	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20REDOME%20Federal%20District	2026-08-26
brazil-redome-goias	Brazil REDOME Goias	15º 56' S	50º 8' W	Not Known	Unknown	Bone Marrow Registry	Mixed	South and Central America	88574 (A = 174089, B = 78845)	2014	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20REDOME%20Goias	2026-08-26
brazil-redome-maranhao	Brazil REDOME Maranhao	2º 31' S	44º 18' W	Not Known	Unknown	Bone Marrow Registry	Mixed	South and Central America	10180 (A = 9577)	2014	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20REDOME%20Maranhao	2026-08-26
brazil-redome-mato-grosso	Brazil REDOME Mato Grosso	15º 35' S	56º 4' W	Not Known	Unknown	Bone Marrow Registry	Mixed	South and Central America	34649 (B = 33007, DRB1 = 32021)	2014	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20REDOME%20Mato%20Grosso	2026-08-26
brazil-redome-mato-grosso-do-sul	Brazil REDOME Mato Grosso do Sul	20º 26' S	54º 38' W	Not Known	Unknown	Bone Marrow Registry	Mixed	South and Central America	95667 (B = 88803, DRB1 = 92008)	2014	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20REDOME%20Mato%20Grosso%20do%20Sul	2026-08-26
brazil-redome-minas-gerais	Brazil REDOME Minas Gerais	19º 49' S	43º 57' W	Not Known	Unknown	Bone Marrow Registry	Mixed	South and Central America	211275 (B = 174281, DRB1 = 175680)	2014	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20REDOME%20Minas%20Gerais	2026-08-26
brazil-redome-para	Brazil REDOME Para	5º 40' S	52º 44' W	Not Known	Unknown	Bone Marrow Registry	Mixed	South and Central America	72637 (B = 68069, DRB1 = 61837)	2014	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20REDOME%20Para	2026-08-26
brazil-redome-paraiba	Brazil REDOME Paraiba	7º 10' S	36º 50' W	Not Known	Unknown	Bone Marrow Registry	Mixed	South and Central America	43868 (A = 40106, B = 31547)	2014	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20REDOME%20Paraiba	2026-08-26
brazil-redome-parana	Brazil REDOME Parana	24º 0' S	51º 0' W	Not Known	Unknown	Bone Marrow Registry	Mixed	South and Central America	341639 (A = 272829, DRB1 = 254325)	2014	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20REDOME%20Parana	2026-08-26
brazil-redome-pernambuco	Brazil REDOME Pernambuco	8º 20' S	48º 48' W	Not Known	Unknown	Bone Marrow Registry	Mixed	South and Central America	92332 (A = 86374, B = 78395)	2014	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20REDOME%20Pernambuco	2026-08-26
brazil-redome-piaui	Brazil REDOME Piaui	8º 14' S	43º 6' W	Not Known	Unknown	Bone Marrow Registry	Mixed	South and Central America	46140 (B = 40341, DRB1 = 44369)	2014	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20REDOME%20Piaui	2026-08-26
brazil-redome-rio-grande-do-norte	Brazil REDOME Rio Grande do Norte	5º 44' S	36º 33' W	Not Known	Unknown	Bone Marrow Registry	Mixed	South and Central America	46603	0	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20REDOME%20Rio%20Grande%20do%20Norte	2026-08-26
brazil-redome-rio-grande-do-sul	Brazil REDOME Rio Grande do Sul	30º 0' S	53º 0' W	Not Known	Unknown	Bone Marrow Registry	Mixed	South and Central America	241329 (A = 219203, B = 217687)	2014	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20REDOME%20Rio%20Grande%20do%20Sul	2026-08-26
brazil-redome-rio-de-janeiro	Brazil REDOME Rio de Janeiro	22º 54' S	43º 11' W	Not Known	Unknown	Bone Marrow Registry	Mixed	South and Central America	139322 (B = 138102, DRB1 = 132698)	2014	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20REDOME%20Rio%20de%20Janeiro	2026-08-26
brazil-redome-rondonia	Brazil REDOME Rondonia	10º 54' S	62º 46' W	Not Known	Unknown	Bone Marrow Registry	Mixed	South and Central America	54396 (A = 52384, B = 53802)	2014	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20REDOME%20Rondonia	2026-08-26
brazil-redome-roraima	Brazil REDOME Roraima	2º 3' N	61º 24' W	Not Known	Unknown	Bone Marrow Registry	Mixed	South and Central America	4140	2014	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20REDOME%20Roraima	2026-08-26
brazil-redome-santa-catarina	Brazil REDOME Santa Catarina	27º 15' S	50º 20' W	Not Known	Unknown	Bone Marrow Registry	Mixed	South and Central America	106673 (A = 84017, B = 87122)	2014	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20REDOME%20Santa%20Catarina	2026-08-26
brazil-redome-sao-paulo	Brazil REDOME Sao Paulo	23º 33' S	46º 38' W	Not Known	Unknown	Bone Marrow Registry	Mixed	South and Central America	800809 (A = 730925, B = 730925)	2014	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20REDOME%20Sao%20Paulo	2026-08-26
brazil-redome-sergipe	Brazil REDOME Sergipe	10º 35' S	37º 23' W	Not Known	Unknown	Bone Marrow Registry	Mixed	South and Central America	7321 (A = 6754)	2014	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20REDOME%20Sergipe	2026-08-26
brazil-redome-tocantins	Brazil REDOME Tocantins	10º 11' S	48º 20' W	Not Known	Unknown	Bone Marrow Registry	Mixed	South and Central America	20692	2014	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20REDOME%20Tocantins	2026-08-26
brazil-rio-grande-do-norte-mestizo	Brazil Rio Grande do Norte Mestizo	5º 47' S	35º 12' W	Not Known	Urban and Rural	Bone Marrow Registry	Mestizo	South and Central America	12973	2011	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20Rio%20Grande%20do%20Norte%20Mestizo	2026-08-26
brazil-rio-grande-do-sul-black	Brazil Rio Grande do Sul Black	30º 0' S	53º 0' W	Not Known	Unknown	Bone Marrow Registry	Black	South and Central America	248	2012	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20Rio%20Grande%20do%20Sul%20Black	2026-08-26
brazil-rio-grande-do-sul-caucasoid	Brazil Rio Grande do Sul Caucasoid	30º 0' S	53º 0' W	Not Known	Unknown	Bone Marrow Registry	Caucasoid	South and Central America	4428	2012	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20Rio%20Grande%20do%20Sul%20Caucasoid	2026-08-26
brazil-rio-grande-do-sul-mixed	Brazil Rio Grande do Sul Mixed	30º 0' S	53º 0' W	Not Known	Unknown	Bone Marrow Registry	Mixed	South and Central America	324	2012	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20Rio%20Grande%20do%20Sul%20Mixed	2026-08-26
brazil-rio-de-janeiro-black	Brazil Rio de Janeiro Black	22º 54' S	43º 12' W	Not Known	Urban	Bone Marrow Registry	Black	South and Central America	68 (B = 67, C = 48, DPA1 = 60, DPB1 = 62, DQB1 = 61)	2017	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20Rio%20de%20Janeiro%20Black	2026-08-26
brazil-rio-de-janeiro-caucasian	Brazil Rio de Janeiro Caucasian	22º 54' S	43º 12' W	Not Known	Urban	Bone Marrow Registry	Caucasoid	South and Central America	521 (C = 349, DPA1 = 461, DPB1 = 469, DQB1 = 471)	2017	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20Rio%20de%20Janeiro%20Caucasian	2026-08-26
brazil-rio-de-janeiro-caucasian-pop-2-kir	Brazil Rio de Janeiro Caucasian pop 2 KIR	22º 54' S	43º 11' W	Parents live at same location	Unknown	Bone Marrow Registry	Caucasoid	South and Central America	98	2009	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20Rio%20de%20Janeiro%20Caucasian%20pop%202%20KIR	2026-08-26
brazil-rio-de-janeiro-mixed-kir	Brazil Rio de Janeiro Mixed KIR	22º 53' S	43º 17' W	Not Known	Urban	Bone Marrow Registry	Mixed	South and Central America	166	2008	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20Rio%20de%20Janeiro%20Mixed%20KIR	2026-08-26
brazil-rio-de-janeiro-parda	Brazil Rio de Janeiro Parda	22º 54' S	43º 12' W	Not Known	Urban	Bone Marrow Registry	Unknown	South and Central America	170 (C = 108, DPA1 = 153, DPB1 = 155, DQB1 = 154, DRB1 = 169)	2017	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20Rio%20de%20Janeiro%20Parda	2026-08-26
brazil-rondonia-karitiana-kir	Brazil Rondonia Karitiana KIR	9º 0' S	65º 0' W	Not Known	Rural	Anthropology Study	Amerindian	South and Central America	55	2006	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20Rondonia%20Karitiana%20KIR	2026-08-26
brazil-rondonia-porto-velho-kir	Brazil Rondonia Porto Velho KIR	8º 45' S	63º 54' W	Not Known	Rural	Anthropology Study	Mixed	South and Central America	377	0	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20Rondonia%20Porto%20Velho%20KIR	2026-08-26
brazil-rondonia-surui-kir	Brazil Rondonia Surui KIR	9º 0' S	62º 0' W	Not Known	Rural	Anthropology Study	Amerindian	South and Central America	46	2006	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20Rondonia%20Surui%20KIR	2026-08-26
brazil-sao-paulo-bauru-mixed	Brazil Sao Paulo Bauru Mixed	22º 18' S	49º 3' W	Not Known	Urban	Bone Marrow Registry	Mixed	South and Central America	3542	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20Sao%20Paulo%20Bauru%20Mixed	2026-08-26
brazil-sao-paulo-kir	Brazil Sao Paulo KIR	20º 58' S	49º 7' W	Not Known	Unknown	Controls for Disease Study	Mixed	South and Central America	289	2010	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20Sao%20Paulo%20KIR	2026-08-26
brazil-sao-paulo-mixed	Brazil Sao Paulo Mixed	23º 0' S	48º 0' W	Not Known	Urban	Other	Mixed	South and Central America	239 (A = 100, B = 100, DQA1 = 129, DQB1 = 129)	1997	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20Sao%20Paulo%20Mixed	2026-08-26
brazil-sao-paulo-mixed-cytokine	Brazil Sao Paulo Mixed Cytokine	23º 33' S	46º 38' W	Not Known	Urban	Bone Marrow Registry	Mixed	South and Central America	99	2002	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Brazil%20Sao%20Paulo%20Mixed%20Cytokine	2026-08-26
